BOROUGH,TAX BLOCK,TAX LOT,BBL,BILLBBL,CD,HOUSE NUMBER,STREET NAME,ADDRESS,PARCEL NAME,AGENCY,USE CODE,USE TYPE,OWNERSHIP,CATEGORY,EXPANDED CATEGORY CODE,EXPANDED CATEGORY DESCRIPTION,LEASED PROPERTIES,FINAL COMMITMENT,AGREEMENT,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,GEOM
4,9539,200,4095390200,4095390200,410,,100 STREET,100 STREET,100TH STREET,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1029098,186078,40.677305,-73.838313,POINT (-73.838313 40.677305)
3,3871,50,3038710050,3038710050,318,108-75,AVENUE D,108-75 AVENUE D,FLATLANDS FAMILY RESIDENCE,DHS,736,TRANSITIONAL HOUSING - FAMILY,C,1,5,HEALTH & SOCIAL SERVICES USE,,,,1012117,178461,40.656467,-73.899565,POINT (-73.899565 40.656467)
4,4183,1,4041830001,4041830001,407,,20 AVENUE,20 AVENUE,FORMER FLUSHING AIRPORT,DSBS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1031252,223599,40.780279,-73.830285,POINT (-73.830285 40.780279)
2,2949,83,2029490083,2029490083,206,745,EAST  175 STREET,745 EAST  175 STREET,PROSPECT AVENUE,NYCHA,479,OTHER OPEN SPACE,P,1,3,CULTURAL & RECREATIONAL USE,,,,1014157,246138,40.842217,-73.891911,POINT (-73.891911 40.842217)
4,4444,42,4044440042,4044440042,407,,WHITESTONE EXPRESSWAY,WHITESTONE EXPRESSWAY,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1032952,226367,40.787867,-73.824127,POINT (-73.824127 40.787867)
2,5583,100,2055830100,2055830100,210,,SCHLEY AVENUE,SCHLEY AVENUE,FERRY POINT PARK,PARKS,443,REGIONAL PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1032042,237446,40.818281,-73.827334,POINT (-73.827334 40.818281)
4,12891,23,4128910023,4128910023,413,,130 AVENUE,130 AVENUE,244 STREET,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1059893,186533,40.678344,-73.727285,POINT (-73.727285 40.678344)
1,1829,50,1018290050,1018290050,110,226,WEST  114 STREET,226 WEST  114 STREET,RANDOLPH HOUSES,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,996555,231668,40.802543,-73.955554,POINT (-73.955554 40.802543)
1,1637,1,1016370001,1016370001,111,1505,PARK AVENUE,1505 PARK AVENUE,DEWITT CLINTON HOUSES,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,999366,228844,40.794787,-73.945407,POINT (-73.945407 40.794787)
5,3763,12,5037630012,5037630012,502,,PATTERSON AVENUE,PATTERSON AVENUE,NEW CREEK BLUEBELT  PHASE 5A,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,960365,149567,40.577171,-74.085982,POINT (-74.085982 40.577171)
3,3426,45,3034260045,3034260045,304,991,DECATUR STREET,991 DECATUR STREET,BUSHWICK FAMILY RESIDENCE,DHS,736,TRANSITIONAL HOUSING - FAMILY,C,1,5,HEALTH & SOCIAL SERVICES USE,,,,1008724,188794,40.684839,-73.911756,POINT (-73.911756 40.684839)
5,3769,29,5037690029,5037690029,502,,PATTERSON AVENUE,PATTERSON AVENUE,NEW CREEK BLUEBELT  PHASE 5A,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,959999,149040,40.575723,-74.087297,POINT (-74.087297 40.575723)
3,1282,46,3012820046,3012820046,309,890,NOSTRAND AVENUE,890 NOSTRAND AVENUE,COMM BD 9,CB309,120,AGENCY OFFICE,P,1,1,OFFICE USE,L,,,997838,182511,40.667617,-73.951019,POINT (-73.951019 40.667617)
1,1162,57,1011620057,1011620057,107,,WEST   71 STREET,WEST   71 STREET,SEPTUAGESIMO UNO SITTING AREA,PARKS,410,SITTING AREA,C,1,3,CULTURAL & RECREATIONAL USE,,,,988585,222948,40.778616,-73.984348,POINT (-73.984348 40.778616)
4,2894,5,4028940005,4028940005,404,,84 STREET,84 STREET,,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1017554,205561,40.730832,-73.879835,POINT (-73.879835 40.730832)
5,1670,44,5016700044,5016700044,501,BED OF,SOUTH AVENUE,BED OF SOUTH AVENUE,BED OF SOUTH AVENUE,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,937970,167184,40.625437,-74.16672,POINT (-74.16672 40.625437)
5,6523,154,5065230154,5065230154,503,,HOGAN AVENUE,HOGAN AVENUE,BLUE HERON PARK PRESERVE,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,933513,132974,40.531513,-74.182519,POINT (-74.182519 40.531513)
3,5597,44,3055970044,3055970044,312,4210-12,12 AVENUE,4210-12 12 AVENUE,ENG 282  LAD 148,FIRE,520,FIREHOUSE,C,1,4,PUBLIC SAFETY & CRIMINAL JUSTICE USE,,,,986820,172516,40.640193,-73.99074,POINT (-73.99074 40.640193)
3,783,1,3007830001,3007830001,307,4917,FOURTH AVENUE,4917 FOURTH AVENUE,ST ANDREW COMMUNITY D.C.C,EDUC,751,DAY CARE CENTER,P,1,5,HEALTH & SOCIAL SERVICES USE,L,,,980911,174821,40.64652,-74.012032,POINT (-74.012032 40.64652)
4,5147,1,4051470001,4051470001,407,46-21,COLDEN STREET,46-21 COLDEN STREET,JHS 237 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,C,1,2,EDUCATIONAL USE,,,,1033731,212396,40.749516,-73.821416,POINT (-73.821416 40.749516)
5,1309,5,5013090005,5013090005,501,,,,HOWLAND HOOK MARINE TERMINAL,EDC,812,PIER - MARITIME USE,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,D,L,933124,173704,40.643307,-74.184227,POINT (-74.184227 40.643307)
3,1549,33,3015490033,3015490033,303,2040,FULTON STREET,2040 FULTON STREET,,HPD,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,D,,1007399,186438,40.678376,-73.916541,POINT (-73.916541 40.678376)
3,5423,21,3054230021,3054230021,314,154,LAWRENCE AVENUE,154 LAWRENCE AVENUE,NYPD 70TH PRECINCT,NYPD,510,POLICE STATION,C,1,4,PUBLIC SAFETY & CRIMINAL JUSTICE USE,,,,991547,168934,40.630359,-73.973711,POINT (-73.973711 40.630359)
4,4960,4,4049600004,4049600004,407,03523,LINDEN STREET,03523 LINDEN STREET,FLUSHING TOWN HALL PARKING LOT,CULT,1023,OUTDOOR PARKING - CLIENTS,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1031301,217736,40.764187,-73.830149,POINT (-73.830149 40.764187)
1,1614,30,1016140030,1016140030,111,1480,PARK AVENUE,1480 PARK AVENUE,PLAYGROUND FOR PS 108 (JOP),EDUC,430,PLAYGROUND/SPORTS AREA,C,1,3,CULTURAL & RECREATIONAL USE,,,,998860,228837,40.794769,-73.947235,POINT (-73.947235 40.794769)
2,2511,30,2025110030,2025110030,204,94,WOODYCREST AVENUE,94 WOODYCREST AVENUE,WOODYCREST COMMUNITY GARDEN,PARKS,472,COMMUNITY GARDEN,C,1,3,CULTURAL & RECREATIONAL USE,,,,1003788,242139,40.83127,-73.929398,POINT (-73.929398 40.83127)
1,2070,21,1020700021,1020700021,109,519,WEST  138 STREET,519 WEST  138 STREET,,HPD,1400,RESIDENTIAL,C,2,9,PROPERTY WITH RESIDENTIAL USE,,D,,997607,238557,40.82145,-73.951741,POINT (-73.951741 40.82145)
5,3732,6,5037320006,5037320006,502,421,LINCOLN AVENUE,421 LINCOLN AVENUE,PS 38 AND PLAYGROUND (JOP); TRNSPTBLE,PARKS,430,PLAYGROUND/SPORTS AREA,C,1,3,CULTURAL & RECREATIONAL USE,,,,956629,148757,40.574937,-74.099427,POINT (-74.099427 40.574937)
2,2881,100,2028810100,2028810100,205,,CEDAR AVENUE,CEDAR AVENUE,CEDAR PLAYGROUND,PARKS,431,PLAYGROUND,C,1,3,CULTURAL & RECREATIONAL USE,,,,1007103,250832,40.855121,-73.91739,POINT (-73.91739 40.855121)
3,6088,1,3060880001,3060880001,310,9115,5 AVENUE,9115 5 AVENUE,PS 104 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,976340,164459,40.618075,-74.028492,POINT (-74.028492 40.618075)
3,725,1,3007250001,3007250001,307,,1 AVENUE,1 AVENUE,BUSH TERMINAL,EDC,1900,IN USE-TENANTED,C,1,6,LEASED OUT TO PRIVATE TENANT,,D,L,978604,178747,40.657294,-74.020349,POINT (-74.020349 40.657294)
1,1932,29,1019320029,1019320029,110,2120-28,7 AVENUE,2120-28 7 AVENUE,,DCAS,1900,IN USE-TENANTED,C,1,6,LEASED OUT TO PRIVATE TENANT,,,S,998610,234388,40.810005,-73.948126,POINT (-73.948126 40.810005)
3,7247,210,3072470210,3072470210,313,,SHORE PARKWAY,SHORE PARKWAY,EXPANSION OF CONEY ISLAND YARD,NYCTA,863,TRANSIT YARD,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,989359,151579,40.582724,-73.981607,POINT (-73.981607 40.582724)
3,4585,171,3045850171,3045850171,305,,VANDALIA AVENUE,VANDALIA AVENUE,SPRING CREEK PARK,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,1023345,179901,40.660377,-73.859089,POINT (-73.859089 40.660377)
1,160,21,1001600021,1001600021,101,60,CENTRE STREET,60 CENTRE STREET,SUPREME COURT / FOLEY SQ PLOTS,OCA,1210,COURTHOUSE,M,1,4,PUBLIC SAFETY & CRIMINAL JUSTICE USE,,,,983815,199516,40.714302,-74.001569,POINT (-74.001569 40.714302)
2,2263,19,2022630019,2022630019,201,180,BROOK AVENUE,180 BROOK AVENUE,MILL BROOK HOUSES,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,1006598,232895,40.805891,-73.919275,POINT (-73.919275 40.805891)
1,2016,65,1020160065,1020160065,110,,HARLEM RIVER DRIVE,HARLEM RIVER DRIVE,,DSBS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1002459,239294,40.823464,-73.934208,POINT (-73.934208 40.823464)
4,8275,1,4082750001,4082750001,411,,HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,ALLEY POND PARK,PARKS,442,COMMUNITY PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1056202,214667,40.755595,-73.740292,POINT (-73.740292 40.755595)
1,384,28,1003840028,1003840028,103,247,EAST    2 STREET,247 EAST    2 STREET,,PARKS,472,COMMUNITY GARDEN,C,1,3,CULTURAL & RECREATIONAL USE,,,,989297,202005,40.721133,-73.981792,POINT (-73.981792 40.721133)
4,4608,100,4046080100,4046080100,407,,12 ROAD,12 ROAD,,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1041603,227658,40.791359,-73.792875,POINT (-73.792875 40.791359)
3,3466,11,3034660011,3034660011,304,,,,THOMAS BOYLAND PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1009959,187616,40.681602,-73.907307,POINT (-73.907307 40.681602)
4,1429,7,4014290007,4014290007,403,,32 AVENUE,32 AVENUE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1020508,215757,40.758806,-73.869122,POINT (-73.869122 40.758806)
4,15685,47,4156850047,4156850047,414,,EGMONT PLACE,EGMONT PLACE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1049208,162397,40.612181,-73.76604,POINT (-73.76604 40.612181)
4,644,1,4006440001,4006440001,401,3601-19,35 AVENUE,3601-19 35 AVENUE,KAUFMAN ASTORIA STUDIOS,EDC,1900,IN USE-TENANTED,C,1,6,LEASED OUT TO PRIVATE TENANT,,D,L,1005345,214854,40.756376,-73.923857,POINT (-73.923857 40.756376)
3,3210,1,3032100001,3032100001,304,100,IRVING AVENUE,100 IRVING AVENUE,PS 123 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,1005768,195800,40.704077,-73.922392,POINT (-73.922392 40.704077)
1,1839,42,1018390042,1018390042,107,14,WEST  104 STREET,14 WEST  104 STREET,WEST 104TH STREET GARDEN,PARKS,472,COMMUNITY GARDEN,C,1,3,CULTURAL & RECREATIONAL USE,,,,994766,229620,40.796924,-73.962019,POINT (-73.962019 40.796924)
3,5237,196,3052370196,3052370196,314,,,,,NYCTA,860,TRANSIT FACILITY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,994695,169838,40.632837,-73.962369,POINT (-73.962369 40.632837)
4,5400,1,4054000001,4054000001,407,16902,NORTHERN BOULEVARD,16902 NORTHERN BOULEVARD,F W PLAUT TRIANGLE,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1040417,215637,40.758372,-73.797259,POINT (-73.797259 40.758372)
3,1608,66,3016080066,3016080066,303,1039,LAFAYETTE AVENUE,1039 LAFAYETTE AVENUE,LAFAYETTE PLAYGROUND,PARKS,431,PLAYGROUND,C,1,3,CULTURAL & RECREATIONAL USE,,,,1003557,191588,40.692521,-73.930378,POINT (-73.930378 40.692521)
4,14231,1120,4142311120,4142311120,410,99-75,1 STREET,99-75 1 STREET,,DCAS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,1031290,177822,40.654632,-73.830468,POINT (-73.830468 40.654632)
5,2265,155,5022650155,5022650155,502,,NUGENT STREET,NUGENT STREET,RICHMOND CREEK BLUEBELT,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,947409,149557,40.577099,-74.132621,POINT (-74.132621 40.577099)
3,1229,50,3012290050,3012290050,308,,BROOKLYN AVENUE,BROOKLYN AVENUE,BROWER PARK/PS 289 PLAYGROUND,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,999870,184827,40.673971,-73.943689,POINT (-73.943689 40.673971)
5,6,21,5000060021,5000060021,501,26,CENTRAL AVENUE,26 CENTRAL AVENUE,COURTHOUSE/MEMORIAL GRN/GARAGE,DA-SI,120,AGENCY OFFICE,C,1,1,OFFICE USE,,,,962826,172695,40.640659,-74.077196,POINT (-74.077196 40.640659)
5,4160,37,5041600037,5041600037,503,31,KISSAM AVENUE,31 KISSAM AVENUE,STATEN ISLAND LEVEE PROJECT PHASE 2,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,952829,142060,40.556542,-74.113075,POINT (-74.113075 40.556542)
2,2685,34,2026850034,2026850034,202,681,KELLY STREET,681 KELLY STREET,KELYY/PS52 PLAYGROUND,PARKS,431,PLAYGROUND,C,1,3,CULTURAL & RECREATIONAL USE,,,,1011474,236274,40.815152,-73.901648,POINT (-73.901648 40.815152)
4,1823,52,4018230052,4018230052,407,126-23,36 AVENUE,126-23 36 AVENUE,WILLETS POINT URS,HPD,1500,NO USE,C,3,8,PROPERTY WITH NO USE,,,,1027500,215805,40.758906,-73.843883,POINT (-73.843883 40.758906)
5,3833,2,5038330002,5038330002,595,,FR CAPODANNO BOULEVARD,FR CAPODANNO BOULEVARD,FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,PARKS,400,RECREATIONAL FACILITY,C,1,3,CULTURAL & RECREATIONAL USE,,,,961481,149055,40.575769,-74.081963,POINT (-74.081963 40.575769)
4,6257,17,4062570017,4062570017,411,,220 STREET,220 STREET,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1049828,218682,40.766665,-73.763259,POINT (-73.763259 40.766665)
5,7757,52,5077570052,5077570052,503,,CALCUTTA STREET,CALCUTTA STREET,LONG POND PARK ADDITION  R-27,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,921143,125407,40.510664,-74.226948,POINT (-74.226948 40.510664)
3,3081,50,3030810050,3030810050,301,330,BUSHWICK AVENUE,330 BUSHWICK AVENUE,BORINQUEN PLAZA 2,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,1000972,196192,40.705163,-73.939688,POINT (-73.939688 40.705163)
5,391,128,5003910128,5003910128,501,90,BURNSIDE AVENUE,90 BURNSIDE AVENUE,NORTHERLEIGH PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,947075,166214,40.622818,-74.133915,POINT (-74.133915 40.622818)
4,1332,211,4013320211,4013320211,402,,,,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1010518,210135,40.74341,-73.905204,POINT (-73.905204 40.74341)
4,15965,38,4159650038,4159650038,414,,BEACH   44 STREET,BEACH   44 STREET,EDGEMERE URA  SITE #62,HPD,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,D,,1046538,157114,40.597699,-73.775705,POINT (-73.775705 40.597699)
4,14231,1124,4142311124,4142311124,410,,1 STREET,1 STREET,,DCAS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,1031325,177861,40.654739,-73.830341,POINT (-73.830341 40.654739)
4,1823,55,4018230055,4018230055,407,126-17,36 AVENUE,126-17 36 AVENUE,WILLETS POINT URS,HPD,1500,NO USE,C,3,8,PROPERTY WITH NO USE,,,,1027415,215773,40.758818,-73.84419,POINT (-73.84419 40.758818)
3,1330,10,3013300010,3013300010,309,340,LEFFERTS AVENUE,340 LEFFERTS AVENUE,FENIMORE LEFFERTS HOUSES,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,998150,180515,40.662138,-73.949899,POINT (-73.949899 40.662138)
5,5774,12,5057740012,5057740012,503,,CORNELL AVENUE,CORNELL AVENUE,R-120 ARDEN HGHTS WOODS PARK,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,932051,141221,40.554141,-74.187842,POINT (-74.187842 40.554141)
2,4504,31,2045040031,2045040031,211,,ELY AVENUE,ELY AVENUE,ELY AVENUE SEWAGE PUMPING STATION,DEP,1112,WASTEWATER PUMPING STATION,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1030900,253065,40.861157,-73.831351,POINT (-73.831351 40.861157)
5,6025,29,5060250029,5060250029,503,,NEDRA LANE,NEDRA LANE,FORMERLY P/O BLOCK 6025 LOT 35,DOT,1530,NO USE-WATERFRONT (ANY AGENCY),C,3,8,PROPERTY WITH NO USE,,,,930304,140942,40.553365,-74.194127,POINT (-74.194127 40.553365)
5,3864,111,5038640111,5038640111,502,,JAY STREET,JAY STREET,BLUEBELT,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,960120,148555,40.574393,-74.08686,POINT (-74.08686 40.574393)
3,3114,11,3031140011,3031140011,301,60,COOK STREET,60 COOK STREET,PS 257 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,1000514,195317,40.702762,-73.941342,POINT (-73.941342 40.702762)
4,9352,100,4093520100,4093520100,409,,,,,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1032378,192354,40.694513,-73.826443,POINT (-73.826443 40.694513)
3,2145,17,3021450017,3021450017,301,74,SOUTH    9 STREET,74 SOUTH    9 STREET,BERRY ST SOUTH 9TH ST,NYCHA,479,OTHER OPEN SPACE,O,1,3,CULTURAL & RECREATIONAL USE,,,,993623,197493,40.708745,-73.966192,POINT (-73.966192 40.708745)
4,15824,300,4158240300,4158240300,414,,BEACH   32 STREET,BEACH   32 STREET,ROCKAWAY BEACH AND BOARDWALK,PARKS,462,BEACH,C,1,3,CULTURAL & RECREATIONAL USE,,,,1051289,154706,40.591055,-73.758621,POINT (-73.758621 40.591055)
3,1034,1,3010340001,3010340001,306,515,4 AVENUE,515 4 AVENUE,PS 124 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,986852,182452,40.667465,-73.990621,POINT (-73.990621 40.667465)
4,13128,4,4131280004,4131280004,413,137-35,220 PLACE,137-35 220 PLACE,FHA REPOSSESSED HOUSES GROUP 2,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,1053379,184863,40.673813,-73.750787,POINT (-73.750787 40.673813)
5,3861,33,5038610033,5038610033,502,,JAY STREET,JAY STREET,NEW CREEK BLUEBELT  PHASE 5,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,959929,148510,40.574269,-74.087547,POINT (-74.087547 40.574269)
3,7279,290,3072790290,3072790290,313,2929,WEST    8 STREET,2929 WEST    8 STREET,"FDNY, BATTALION 43, ENGINE 245 & LADDER 161 AND NYPD 60TH PRECINCT STATION HOUSE",FIRE,520,FIREHOUSE,C,1,4,PUBLIC SAFETY & CRIMINAL JUSTICE USE,,,,990895,149259,40.576355,-73.976079,POINT (-73.976079 40.576355)
5,1318,135,5013180135,5013180135,501,,HOLLAND AVENUE,HOLLAND AVENUE,MARINERS MARSH PARK ADDITION,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,936645,171661,40.637719,-74.171525,POINT (-74.171525 40.637719)
1,1629,59,1016290059,1016290059,111,1612,LEXINGTON AVENUE,1612 LEXINGTON AVENUE,,HPD,1500,NO USE,C,3,8,PROPERTY WITH NO USE,,D,,998526,226987,40.789692,-73.948445,POINT (-73.948445 40.789692)
2,2319,200,2023190200,2023190200,201,,THIRD AVENUE,THIRD AVENUE,,MTA,852,RAIL LINE,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1002939,234237,40.809583,-73.932488,POINT (-73.932488 40.809583)
4,13923,107,4139230107,4139230107,410,,SHERIDAN AVENUE,SHERIDAN AVENUE,SPRING CREEK PARK ADDITION,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,1022698,179338,40.658835,-73.861425,POINT (-73.861425 40.658835)
3,3466,1,3034660001,3034660001,304,,BROADWAY,BROADWAY,THOMAS BOYLAND PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1010041,187459,40.681171,-73.907012,POINT (-73.907012 40.681171)
5,3759,8,5037590008,5037590008,502,,SEAVER AVENUE,SEAVER AVENUE,NEW CREEK BLUEBELT  PHASE 4,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,959628,150206,40.578923,-74.088637,POINT (-74.088637 40.578923)
4,72,9051,4000729051,4000720051,402,,JACKSON AVENUE,JACKSON AVENUE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,998577,210538,40.744543,-73.948296,POINT (-73.948296 40.744543)
1,121,1,1001210001,1001210001,101,1,CENTRE STREET,1 CENTRE STREET,DAVID N. DINKINS MANHATTAN MUNICIPAL BUILDING,FINAN,120,AGENCY OFFICE,C,1,1,OFFICE USE,,,,983231,199032,40.712974,-74.003676,POINT (-74.003676 40.712974)
3,644,109,3006440109,3006440109,307,106,25 STREET,106 25 STREET,25TH STREET PIER,EDC,1900,IN USE-TENANTED,C,1,6,LEASED OUT TO PRIVATE TENANT,,D,L,983322,181156,40.663908,-74.003345,POINT (-74.003345 40.663908)
3,4063,15,3040630015,3040630015,305,601,WARWICK STREET,601 WARWICK STREET,,PARKS,472,COMMUNITY GARDEN,C,1,3,CULTURAL & RECREATIONAL USE,,,,1016324,182912,40.66867,-73.884381,POINT (-73.884381 40.66867)
4,9556,20,4095560020,4095560020,410,103-34,LEFFERTS BOULEVARD,103-34 LEFFERTS BOULEVARD,LEFFERTS BRANCH LIBRARY,QPL,332,BRANCH LIBRARY,C,1,3,CULTURAL & RECREATIONAL USE,,,,1032835,189571,40.686872,-73.824815,POINT (-73.824815 40.686872)
4,16290,100,4162900100,4162900100,484,,,,,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1022010,148343,40.573763,-73.864078,POINT (-73.864078 40.573763)
4,6836,4,4068360004,4068360004,408,,76 ROAD,76 ROAD,WELL STATION #53,DEP,1123,PUMPING STATION,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1037672,203485,40.725035,-73.807264,POINT (-73.807264 40.725035)
4,7575,1,4075750001,4075750001,411,,HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,ALLEY POND PARK,PARKS,442,COMMUNITY PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1054412,215644,40.758291,-73.746742,POINT (-73.746742 40.758291)
4,15963,21,4159630021,4159630021,414,,BEACH   44 STREET,BEACH   44 STREET,EDGEMERE URA  SITE #58,HPD,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,D,,1046322,158092,40.600385,-73.776474,POINT (-73.776474 40.600385)
2,4288,1,2042880001,2042880001,211,725,BRADY AVENUE,725 BRADY AVENUE,PS 105 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,1021247,250104,40.853075,-73.866265,POINT (-73.866265 40.853075)
4,1823,33,4018230033,4018230033,407,,,,WILLETS POINT URS,HPD,1510,NO USE-NON RESIDENTIAL STRUCTURE,C,3,8,PROPERTY WITH NO USE,,,,1027792,215919,40.759217,-73.842828,POINT (-73.842828 40.759217)
3,1229,20,3012290020,3012290020,308,880,ST MARKS AVENUE,880 ST MARKS AVENUE,BROWER PARK/PS 289 PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,C,1,3,CULTURAL & RECREATIONAL USE,,,,1000005,184979,40.674388,-73.943202,POINT (-73.943202 40.674388)
5,6473,32,5064730032,5064730032,503,,COMMUNITY LANE,COMMUNITY LANE,BLUE HERON PARK,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,934111,134341,40.535269,-74.180378,POINT (-74.180378 40.535269)
5,6469,160,5064690160,5064690160,503,,DEISIUS STREET,DEISIUS STREET,BLUE HERON PARK ADDITION,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,934637,133678,40.533452,-74.178481,POINT (-74.178481 40.533452)
